,SampleID,PlotName,Site,TrapName,Species,BiomassSum,Year,N,N_dec,P,P_dec,K,Mg,Ca,C,C_dec,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
300,DP_A5_VAAN ,Dunphys Pond+A5,DP,A5,VAAN,3900.769457,2016,1.16,0.0116,0.065,0.00065,0.38,0.13,0.45,52.48,0.5248,5.103138005,0.11279802,0.006320579,0.424882647,0.008053147,0.000204062,52.75982479,2082.121685,39.46415086
301,DP_A7_VAAN ,Dunphys Pond+A7,DP,A7,VAAN,42.70773962,2016,1.2,0.012,0.047,0.00047,0.33,0.1,0.38,52.7,0.527,0.056106142,0.001277559,5.00E-05,0.004671347,9.12E-05,1.62E-06,51.21496457,2891.60119,56.46008377
302,DP_A9_VAAN,Dunphys Pond+A9,DP,A9,VAAN,59.90605615,2016,1.43,0.0143,0.083,0.00083,0.4,0.12,0.43,51.78,0.5178,0.077326077,0.002135502,0.000123949,0.006438099,0.000152463,4.00E-06,42.22731968,1608.827908,38.09921918
303,DP_C10_VAAN,Dunphys Pond+C10,DP,C10,VAAN,188.9444626,2016,1.48,0.0148,0.088,0.00088,0.42,0.14,0.43,51.45,0.5145,0.242333107,0.006970904,0.000414486,0.020176435,0.000497684,1.34E-05,40.54069328,1507.746554,37.19094154
304,DP_C12_VAAN,Dunphys Pond+C12,DP,C12,VAAN,298.449046,2016,1.36,0.0136,0.087,0.00087,0.38,0.1,0.43,52.16,0.5216,0.388061878,0.010118178,0.000647266,0.03230968,0.000722381,2.09E-05,44.72663052,1546.12274,34.56828117
305,DP_C14_VAAN ,Dunphys Pond+C14,DP,C14,VAAN,510.9754655,2016,1.55,0.0155,0.097,0.00097,0.48,0.14,0.4,51.61,0.5161,0.657396081,0.019743537,0.001235563,0.054734202,0.001409578,3.99E-05,38.83020366,1372.106312,35.33605758
306,DP_C2_VAAN ,Dunphys Pond+C2,DP,C2,VAAN,933.5815226,2016,1.11,0.0111,0.085,0.00085,0.36,0.13,0.46,51.68,0.5168,1.20272948,0.025832618,0.001978173,0.100138167,0.001844304,6.39E-05,54.29589967,1567.939196,28.87767226
307,DP_C4_VAAN,Dunphys Pond+C4,DP,C4,VAAN,698.3102122,2016,1.86,0.0186,0.129,0.00129,0.61,0.13,0.44,51.94,0.5194,0.904156361,0.032378337,0.002245594,0.075279239,0.002311632,7.25E-05,32.56540687,1038.335906,31.8846287
308,DP_C6_VAAN,Dunphys Pond+C6,DP,C6,VAAN,200.9855795,2016,1.29,0.0129,0.068,0.00068,0.38,0.12,0.5,52.01,0.5201,0.260582326,0.006463203,0.000340696,0.021695848,0.000461437,1.10E-05,47.01805406,1972.438989,41.95067254
309,DP_C8_VAAN ,Dunphys Pond+C8,DP,C8,VAAN,67.44064593,2016,1.85,0.0185,0.121,0.00121,0.46,0.13,0.49,51.31,0.5131,0.086261487,0.003110188,0.000203423,0.007182053,0.00022205,6.57E-06,32.34430277,1093.559158,33.80994686
310,DP_E1_VAAN,Dunphys Pond+E1,DP,E1,VAAN,7230.233381,2016,1.15,0.0115,0.081,0.00081,0.35,0.1,0.43,52.5,0.525,9.462476693,0.207273299,0.01459925,0.787837236,0.014798154,0.000471342,53.23888735,1671.475141,31.39575646
311,DP_F1_VAAN ,Dunphys Pond+F1,DP,F1,VAAN,67.92122058,2016,1.11,0.0111,0.082,0.00082,0.39,0.11,0.42,51.42,0.5142,0.087062425,0.001879411,0.000138839,0.007248739,0.000134179,4.48E-06,54.02273918,1617.125992,29.93417246
312,DP_F11_VAAN ,Dunphys Pond+F11,DP,F11,VAAN,223.7962211,2016,0.99,0.0099,0.06,0.0006,0.33,0.1,0.34,52.14,0.5214,0.290882088,0.005523078,0.000334732,0.024218579,0.000394317,1.08E-05,61.41908465,2241.018357,36.48732914
313,DP_F13_VAAN,Dunphys Pond+F13,DP,F13,VAAN,1220.821369,2016,0.98,0.0098,0.068,0.00068,0.4,0.09,0.45,52.15,0.5215,1.587082996,0.029824378,0.002069447,0.132139092,0.002129294,6.68E-05,62.05770985,1977.748381,31.86950317
314,DP_F3_VAAN ,Dunphys Pond+F3,DP,F3,VAAN,802.4259022,2016,1.24,0.0124,0.063,0.00063,0.36,0.09,0.42,52.2,0.522,1.044163831,0.024803892,0.001260198,0.086936135,0.001770859,4.07E-05,49.09263299,2136.759242,43.5250487
315,DP_F5_VAAN ,Dunphys Pond+F5,DP,F5,VAAN,823.1354146,2016,1.08,0.0108,0.053,0.00053,0.32,0.09,0.33,51.93,0.5193,1.065572032,0.022160943,0.001087528,0.088718562,0.001582167,3.51E-05,56.07406937,2526.783839,45.06153855
316,DP_F7_VAAN ,Dunphys Pond+F7,DP,F7,VAAN,235.9754409,2016,1.32,0.0132,0.056,0.00056,0.33,0.1,0.42,52.58,0.5258,0.309300478,0.007764866,0.000329419,0.025752078,0.000554368,1.06E-05,46.45304187,2421.353469,52.12475591
317,DP_F9_VAAN,Dunphys Pond+F9,DP,F9,VAAN,1482.170241,2016,1.35,0.0135,0.055,0.00055,0.35,0.12,0.42,51.81,0.5181,1.914277456,0.049879841,0.002032142,0.159381007,0.003561142,6.56E-05,44.75559459,2429.274214,54.27867144
318,DP_G14_VAAN,Dunphys Pond+G14,DP,G14,VAAN,82.34638465,2016,1.11,0.0111,0.061,0.00061,0.41,0.09,0.32,52.21,0.5221,0.107174492,0.002278561,0.000125218,0.008923251,0.000162677,4.04E-06,54.85272681,2207.239684,40.23937937
319,DP_I10_VAAN ,Dunphys Pond+I10,DP,I10,VAAN,6.654508481,2016,1.25,0.0125,0.069,0.00069,0.35,0.08,0.27,51.88,0.5188,0.008606155,0.000207357,1.14E-05,0.000716541,1.48E-05,3.70E-07,48.40134853,1938.994219,40.06074784
320,DP_I12_VAAN ,Dunphys Pond+I12,DP,I12,VAAN,1520.06639,2016,1.28,0.0128,0.091,0.00091,0.39,0.15,0.59,52.18,0.5218,1.977242035,0.048502679,0.003448237,0.16462338,0.00346282,0.000111328,47.54026657,1478.72808,31.10474945
321,DP_I14_VAAN ,Dunphys Pond+I14,DP,I14,VAAN,1104.058858,2016,1.24,0.0124,0.059,0.00059,0.36,0.13,0.53,52.14,0.5214,1.435015054,0.034127707,0.001623818,0.119478053,0.002436527,5.24E-05,49.03620468,2279.001719,46.47589946
322,DP_I2_VAAN,Dunphys Pond+I2,DP,I2,VAAN,123.506341,2016,1.18,0.0118,0.081,0.00081,0.39,0.08,0.31,51.89,0.5189,0.159759293,0.003632992,0.000249383,0.013301414,0.000259375,8.05E-06,51.28249789,1652.054192,32.21477619
323,DP_I4_VAAN,Dunphys Pond+I4,DP,I4,VAAN,2730.855326,2016,1.36,0.0136,0.076,0.00076,0.35,0.1,0.44,52.31,0.5231,3.561038068,0.092582905,0.005173751,0.296488803,0.006609901,0.000167037,44.85525388,1774.993493,39.57158503
324,DP_I6_VAAN,Dunphys Pond+I6,DP,I6,VAAN,2157.386988,2016,1.26,0.0126,0.073,0.00073,0.38,0.08,0.42,52.51,0.5251,2.823990795,0.067762872,0.003925944,0.235122915,0.00483789,0.000126751,48.60030342,1855.003766,38.16856348
325,DP_I8_VAAN,Dunphys Pond+I8,DP,I8,VAAN,178.9999047,2016,1.41,0.0141,0.116,0.00116,0.48,0.14,0.45,51.89,0.5189,0.231541943,0.006291658,0.000517612,0.019277972,0.000449189,1.67E-05,42.91726774,1153.589565,26.8793804
326,DP_K1_VAAN,Dunphys Pond+K1,DP,K1,VAAN,2573.771061,2016,1.64,0.0164,0.093,0.00093,0.34,0.14,0.59,52.65,0.5265,3.378014368,0.1052221,0.005966863,0.281250416,0.007512269,0.000192643,37.4388099,1459.960361,38.99590732
327,DP_L10_VAAN,Dunphys Pond+L10,DP,L10,VAAN,1912.145758,2016,1.08,0.0108,0.081,0.00081,0.37,0.11,0.45,52.18,0.5218,2.487243317,0.051479931,0.003860995,0.207085625,0.003675379,0.000124654,56.34401964,1661.287102,29.48471041
328,DP_L12_VAAN,Dunphys Pond+L12,DP,L12,VAAN,28510.36271,2016,1.02,0.0102,0.087,0.00087,0.36,0.1,0.47,52.13,0.5213,37.04961256,0.724930075,0.061832271,3.084717174,0.051755951,0.001996279,59.6012078,1545.233482,25.92621088
329,DP_L14_VAAN ,Dunphys Pond+L14,DP,L14,VAAN,6731.166092,2016,1.12,0.0112,0.086,0.00086,0.34,0.14,0.61,52.85,0.5285,8.868057534,0.187932345,0.014430519,0.738346436,0.013417318,0.000465895,55.02936184,1584.791663,28.79901947
330,DP_L2_VAAN,Dunphys Pond+L2,DP,L2,VAAN,2060.834189,2016,1.04,0.0104,0.068,0.00068,0.33,0.08,0.37,51.97,0.5197,2.669862964,0.053428083,0.003493375,0.222290371,0.003814466,0.000112785,58.27561762,1970.92202,33.82069724
331,DP_L4_VAAN,Dunphys Pond+L4,DP,L4,VAAN,9309.826366,2016,1.43,0.0143,0.068,0.00068,0.32,0.09,0.31,52.44,0.5244,12.17019306,0.33187216,0.015781333,1.013279248,0.023693815,0.000509507,42.76555898,1988.746406,46.5034587
332,DP_L6_VAAN ,Dunphys Pond+L6,DP,L6,VAAN,3508.615797,2016,1.72,0.0172,0.076,0.00076,0.39,0.1,0.46,52.26,0.5226,4.570865301,0.15043797,0.006647259,0.380566104,0.010740429,0.000214609,35.4330442,1773.296883,50.04641636
333,DP_L8_VAAN ,Dunphys Pond+L8,DP,L8,VAAN,4388.570011,2016,1.36,0.0136,0.075,0.00075,0.36,0.12,0.4,51.92,0.5192,5.680033778,0.148783627,0.008204979,0.472914466,0.010622318,0.000264901,44.52083314,1785.250067,40.09920616
334,DP_N1_VAAN,Dunphys Pond+N1,DP,N1,VAAN,20.11614648,2016,1.4,0.014,0.111,0.00111,0.43,0.1,0.4,51.4,0.514,0.025775145,0.000702047,5.57E-05,0.002146015,5.01E-05,1.80E-06,42.81565485,1194.168958,27.89094228
335,DP_N11_VAAN,Dunphys Pond+N11,DP,N11,VAAN,1280.764955,2016,1,0.01,0.072,0.00072,0.32,0.12,0.51,52.5,0.525,1.676184972,0.031927333,0.002298768,0.139557642,0.002279433,7.42E-05,61.22472046,1880.409534,30.71324001
336,DP_N13_VAAN,Dunphys Pond+N13,DP,N13,VAAN,1102.187222,2016,1.1,0.011,0.068,0.00068,0.29,0.11,0.44,52.11,0.5211,1.431758099,0.030223257,0.001868347,0.119206882,0.002157771,6.03E-05,55.24537113,1976.231412,35.77189131
337,DP_N3_VAAN,Dunphys Pond+N3,DP,N3,VAAN,7499.090279,2016,1.6,0.016,0.109,0.00109,0.51,0.16,0.43,52.47,0.5247,9.808731571,0.299103688,0.020376439,0.816666104,0.02135433,0.000657861,38.24358431,1241.395606,32.46023165
338,DP_N5_VAAN ,Dunphys Pond+N5,DP,N5,VAAN,4868.032452,2016,1.2,0.012,0.057,0.00057,0.36,0.07,0.22,53.16,0.5316,6.451068307,0.145622309,0.00691706,0.537110102,0.010396618,0.00022332,51.66200221,2405.114486,46.55480591
339,DP_N7_VAAN,Dunphys Pond+N7,DP,N7,VAAN,1671.254993,2016,1.07,0.0107,0.063,0.00063,0.26,0.08,0.39,52.52,0.5252,2.188067113,0.04457791,0.002624681,0.182176485,0.003182613,8.47E-05,57.24116277,2149.858149,37.55790493
340,DP_N9_VAAN,Dunphys Pond+N9,DP,N9,VAAN,1615.997567,2016,1.74,0.0174,0.1,0.001,0.46,0.13,0.47,52.19,0.5219,2.102428345,0.070094373,0.004028412,0.175046279,0.005004346,0.000130059,34.97885233,1345.900438,38.47754709
341,TN_A1_VAAN ,TNNP North+A1,TN,A1,VAAN,56.22892401,2016,1.52,0.0152,0.071,0.00071,0.36,0.12,0.46,52.12,0.5212,0.073056251,0.002130574,9.95E-05,0.006082597,0.000152111,3.21E-06,39.98787507,1893.091894,47.3416477
342,TN_A11_VAAN ,TNNP North+A11,TN,A11,VAAN,65.77310609,2016,1.22,0.0122,0.05,0.0005,0.33,0.08,0.39,52.23,0.5223,0.085637027,0.002000329,8.20E-05,0.007130061,0.000142812,2.65E-06,49.92610694,2693.863953,53.95702005
343,TN_A13_VAAN,TNNP North+A13,TN,A13,VAAN,82.79632666,2016,1.45,0.0145,0.067,0.00067,0.34,0.11,0.53,52.21,0.5221,0.107760095,0.002992763,0.000138286,0.008972008,0.000213667,4.46E-06,41.99070811,2009.576429,47.85764563
344,TN_A3_VAAN,TNNP North+A3,TN,A3,VAAN,203.1253927,2016,1.31,0.0131,0.055,0.00055,0.33,0.1,0.42,52.08,0.5208,0.263711092,0.006633286,0.000278497,0.021956347,0.000473579,8.99E-06,46.36253641,2441.93401,52.67041451
345,TN_A5_VAAN ,TNNP North+A5,TN,A5,VAAN,44.15786406,2016,1.22,0.0122,0.067,0.00067,0.39,0.13,0.54,51.45,0.5145,0.056635226,0.001342954,7.38E-05,0.004715398,9.59E-05,2.38E-06,49.18051315,1980.323832,40.26643288
346,TN_A7_VAAN ,TNNP North+A7,TN,A7,VAAN,132.2155462,2016,1.58,0.0158,0.08,0.0008,0.43,0.09,0.36,52.19,0.5219,0.172013695,0.005207542,0.000263673,0.014321704,0.000371789,8.51E-06,38.5210146,1682.375547,43.6742273
347,TN_A9_VAAN ,TNNP North+A9,TN,A9,VAAN,2.835262877,2016,0.99,0.0099,0.027,0.00027,0.21,0.07,0.37,52.24,0.5224,0.003692238,7.00E-05,1.91E-06,0.000307412,5.00E-06,6.16E-08,61.53688113,4989.592079,81.08295363
348,TN_C10_VAAN ,TNNP North+C10,TN,C10,VAAN,44.6256825,2016,1.14,0.0114,0.096,0.00096,0.41,0.15,0.53,52.26,0.5226,0.058136312,0.001268186,0.000106795,0.004840377,9.05E-05,3.45E-06,53.46038247,1403.860032,26.25982021
349,TN_C12_VAAN ,TNNP North+C12,TN,C12,VAAN,144.9733439,2016,1.13,0.0113,0.076,0.00076,0.34,0.13,0.47,52.14,0.5214,0.188431015,0.004083756,0.00027466,0.015688596,0.000291557,8.87E-06,53.80964053,1769.225019,32.87933168
350,TN_C14_VAAN,TNNP North+C14,TN,C14,VAAN,135.5374332,2016,1.2,0.012,0.066,0.00066,0.35,0.14,0.41,52.2,0.522,0.176369289,0.004054466,0.000222996,0.014684347,0.000289466,7.20E-06,50.72905409,2039.633822,40.20642329
351,TN_C2_VAAN,TNNP North+C2,TN,C2,VAAN,40.22932414,2016,1.26,0.0126,0.072,0.00072,0.37,0.11,0.5,52,0.52,0.052148195,0.001263591,7.22E-05,0.004341811,9.02E-05,2.33E-06,48.1282761,1862.500872,38.69868242
352,TN_C4_VAAN ,TNNP North+C4,TN,C4,VAAN,228.7104602,2016,1.12,0.0112,0.053,0.00053,0.32,0.12,0.54,52.17,0.5217,0.297440476,0.006385534,0.000302173,0.024764625,0.000455891,9.76E-06,54.32132085,2538.461638,46.73048443
353,TN_C6_VAAN,TNNP North+C6,TN,C6,VAAN,203.1887199,2016,0.92,0.0092,0.093,0.00093,0.35,0.16,0.62,51.24,0.5124,0.259538577,0.004659943,0.000471059,0.021608947,0.000332694,1.52E-05,64.95144257,1420.861707,21.87575289
354,TN_C8_VAAN ,TNNP North+C8,TN,C8,VAAN,91.6566129,2016,1.27,0.0127,0.09,0.0009,0.37,0.16,0.55,52.07,0.5207,0.118971951,0.002901755,0.000205636,0.009905497,0.000207169,6.64E-06,47.81359121,1492.006468,31.20465185
355,TN_E1_VAAN,TNNP North+E1,TN,E1,VAAN,2.111472225,2016,1.03,0.0103,0.073,0.00073,0.36,0.14,0.49,52,0.52,0.002737045,5.42E-05,3.84E-06,0.000227884,3.87E-06,1.24E-07,58.87536688,1836.987161,31.20128602
356,TN_F1_VAAN,TNNP North+F1,TN,F1,VAAN,923.6027125,2016,1.22,0.0122,0.092,0.00092,0.39,0.11,0.5,52.73,0.5273,1.214048885,0.028089126,0.002118196,0.10108061,0.002005406,6.84E-05,50.40405167,1478.071971,29.32446742
357,TN_F11_VAAN ,TNNP North+F11,TN,F11,VAAN,397.838128,2016,1.15,0.0115,0.081,0.00081,0.38,0.11,0.47,52.39,0.5239,0.519574711,0.011405057,0.000803313,0.04325932,0.000814257,2.59E-05,53.12733921,1667.973003,31.39575646
358,TN_F13_VAAN,TNNP North+F13,TN,F13,VAAN,229.2923962,2016,1.1,0.011,0.068,0.00068,0.38,0.14,0.46,52.36,0.5236,0.299283307,0.006287464,0.00038868,0.024918057,0.00044889,1.25E-05,55.51041321,1985.712468,35.77189131
359,TN_F3_VAAN ,TNNP North+F3,TN,F3,VAAN,14.19017988,2016,1.19,0.0119,0.089,0.00089,0.44,0.12,0.55,52.3,0.523,0.018500471,0.000420948,3.15E-05,0.001540332,3.01E-05,1.02E-06,51.25334742,1515.435022,29.56753263
360,TN_F5_VAAN,TNNP North+F5,TN,F5,VAAN,111.1597582,2016,1.29,0.0129,0.086,0.00086,0.36,0.18,0.68,52.97,0.5297,0.146781314,0.003574625,0.000238308,0.012220879,0.000255208,7.69E-06,47.88591277,1588.390055,33.17029921
361,TN_F7_VAAN ,TNNP North+F7,TN,F7,VAAN,39.2659688,2016,1.2,0.012,0.071,0.00071,0.42,0.1,0.45,52.35,0.5235,0.051242016,0.001174602,6.95E-05,0.004266364,8.39E-05,2.24E-06,50.87482724,1901.445906,37.37498503
362,TN_F9_VAAN,TNNP North+F9,TN,F9,VAAN,4.239094005,2016,1.05,0.0105,0.074,0.00074,0.38,0.14,0.42,52.07,0.5207,0.005502421,0.000110957,7.82E-06,0.000458127,7.92E-06,2.52E-07,57.83167699,1814.602461,31.37731007
363,TN_I10_VAAN,TNNP North+I10,TN,I10,VAAN,553.8081006,2016,1.16,0.0116,0.064,0.00064,0.31,0.16,0.48,52.72,0.5272,0.727826575,0.016014394,0.000883553,0.060598181,0.001143338,2.85E-05,53.00110447,2124.325514,40.08077822
364,TN_I12_VAAN,TNNP North+I12,TN,I12,VAAN,174.5711666,2016,1.07,0.0107,0.086,0.00086,0.37,0.16,0.5,51.93,0.5193,0.225987304,0.004656392,0.000374252,0.018815498,0.00033244,1.21E-05,56.59812609,1557.203994,27.51334896
365,TN_I14_VAAN,TNNP North+I14,TN,I14,VAAN,62.15765792,2016,0.94,0.0094,0.069,0.00069,0.36,0.11,0.44,51.81,0.5181,0.080278905,0.001456517,0.000106915,0.006683949,0.000103987,3.45E-06,64.27665181,1936.377997,30.12568238
366,TN_I2_VAAN,TNNP North+I2,TN,I2,VAAN,10.89624601,2016,0.99,0.0099,0.073,0.00073,0.37,0.11,0.41,52.15,0.5215,0.014165256,0.000268909,1.98E-05,0.001179386,1.92E-05,6.40E-07,61.4308643,1842.286163,29.98958559
367,TN_I4_VAAN,TNNP North+I4,TN,I4,VAAN,175.3202495,2016,1.04,0.0104,0.088,0.00088,0.36,0.13,0.48,52.4,0.524,0.22901112,0.004545259,0.000384599,0.019067258,0.000324506,1.24E-05,58.75779033,1535.586383,26.13417514
368,TN_I6_VAAN,TNNP North+I6,TN,I6,VAAN,161.2126596,2016,1.69,0.0169,0.094,0.00094,0.51,0.12,0.45,51.93,0.5193,0.208694339,0.006791709,0.000377764,0.017375702,0.00048489,1.22E-05,35.83431652,1424.675994,39.75730899
369,TN_I8_VAAN,TNNP North+I8,TN,I8,VAAN,41.38422659,2016,1.13,0.0113,0.099,0.00099,0.44,0.13,0.47,51.73,0.5173,0.053366722,0.001165753,0.000102132,0.004443265,8.32E-05,3.30E-06,53.38651141,1347.512869,25.24069907
370,TN_K1_VAAN,TNNP North+K1,TN,K1,VAAN,2.819092727,2016,0.98,0.0098,0.073,0.00073,0.33,0.09,0.36,51.92,0.5192,0.003648692,6.89E-05,5.13E-06,0.000303787,4.92E-06,1.66E-07,61.78401334,1834.161027,29.68666048
371,TN_L10_VAAN,TNNP North+L10,TN,L10,VAAN,52.76828426,2016,1.28,0.0128,0.115,0.00115,0.48,0.14,0.48,51.8,0.518,0.068139028,0.001683744,0.000151274,0.005673194,0.00012021,4.88E-06,47.19405535,1161.60255,24.61332347
372,TN_L12_VAAN,TNNP North+L12,TN,L12,VAAN,114.8414193,2016,1.41,0.0141,0.11,0.0011,0.42,0.15,0.48,52.69,0.5269,0.150841191,0.004036555,0.000314909,0.012558901,0.000288187,1.02E-05,43.57893308,1235.267886,28.34552842
373,TN_L2_VAAN ,TNNP North+L2,TN,L2,VAAN,154.5137443,2016,1.45,0.0145,0.093,0.00093,0.38,0.18,0.68,51.95,0.5195,0.20009944,0.005585066,0.000358215,0.016660098,0.000398742,1.16E-05,41.78159905,1440.549682,34.47808879
374,TN_L8_VAAN,TNNP North+L8,TN,L8,VAAN,94.56204084,2016,1.04,0.0104,0.078,0.00078,0.39,0.13,0.4,51.44,0.5144,0.121258167,0.002451565,0.000183867,0.010095845,0.000175028,5.94E-06,57.68131173,1700.716773,29.48471041
375,TN_N1_VAAN,TNNP North+N1,TN,N1,VAAN,72.32303648,2016,1,0.01,0.056,0.00056,0.24,0.07,0.33,52,0.52,0.093750415,0.001802893,0.000100962,0.007805575,0.000128716,3.26E-06,60.64162788,2394.643978,39.48845145
376,TN_N11_VAAN ,TNNP North+N11,TN,N11,VAAN,24.61850352,2016,1.46,0.0146,0.082,0.00082,0.37,0.14,0.55,51.85,0.5185,0.031820252,0.000895999,5.03E-05,0.002649325,6.40E-05,1.62E-06,41.41554802,1630.649216,39.37287549
377,TN_N13_VAAN ,TNNP North+N13,TN,N13,VAAN,81.69177736,2016,1.01,0.0101,0.083,0.00083,0.34,0.14,0.65,52.18,0.5218,0.106261422,0.002056804,0.000169024,0.00884723,0.000146844,5.46E-06,60.2490507,1621.256088,26.90923872
378,TN_N3_VAAN,TNNP North+N3,TN,N3,VAAN,93.23055877,2016,1.41,0.0141,0.076,0.00076,0.41,0.14,0.52,51.44,0.5144,0.11955079,0.003276956,0.00017663,0.00995369,0.000233956,5.70E-06,42.54508099,1745.472477,41.02642271
379,TN_N5_VAAN,TNNP North+N5,TN,N5,VAAN,55.80553333,2016,1.31,0.0131,0.096,0.00096,0.43,0.13,0.64,51.58,0.5158,0.07175494,0.001822392,0.000133549,0.005974251,0.000130109,4.31E-06,45.91742757,1385.593197,30.17575831
380,TN_N7_VAAN,TNNP North+N7,TN,N7,VAAN,117.7487232,2016,1.4,0.014,0.065,0.00065,0.42,0.11,0.46,52.61,0.5261,0.154425036,0.004109391,0.000190793,0.012857289,0.000293388,6.16E-06,43.82357202,2087.27938,47.62914759
381,TN_N9_VAAN ,TNNP North+N9,TN,N9,VAAN,3415.89679,2016,1.17,0.0117,0.065,0.00065,0.32,0.11,0.58,52.66,0.5266,4.484136233,0.099628549,0.005534919,0.37334512,0.007112921,0.000178697,52.48829922,2089.263108,39.80435906
382,UNI_A1_VAAN ,Unicorn+A1,UNI,A1,VAAN,159.798983,2016,1.68,0.0168,0.062,0.00062,0.43,0.15,0.68,53.02,0.5302,0.211206334,0.006692317,0.000246978,0.017584848,0.000477794,7.97E-06,36.80424806,2205.330437,59.92054052
383,UNI_A11_VAAN ,Unicorn+A11,UNI,A11,VAAN,185.1076995,2016,1.21,0.0121,0.069,0.00069,0.36,0.12,0.56,51.96,0.5196,0.239765576,0.005583455,0.000318395,0.019962665,0.000398627,1.03E-05,50.07849626,1941.984187,38.77880391
384,UNI_A3_VAAN,Unicorn+A3,UNI,A3,VAAN,144.1855641,2016,1.37,0.0137,0.061,0.00061,0.34,0.09,0.45,52.22,0.5222,0.187694632,0.004924198,0.000219253,0.015627285,0.00035156,7.08E-06,44.45123257,2207.662446,49.66481959
385,UNI_A7_VAAN ,Unicorn+A7,UNI,A7,VAAN,159.0814062,2016,1.53,0.0153,0.066,0.00066,0.36,0.08,0.35,52.39,0.5239,0.207759563,0.00606742,0.000261732,0.017297873,0.00043318,8.45E-06,39.93231378,2047.057776,51.26318969
386,UNI_A9_VAAN ,Unicorn+A9,UNI,A9,VAAN,81.90374663,2016,1.25,0.0125,0.064,0.00064,0.36,0.11,0.42,52.47,0.5247,0.107129243,0.002552155,0.00013067,0.008919484,0.00018221,4.22E-06,48.95178792,2114.251891,43.19049377
387,UNI_C12_VAAN ,Unicorn+C12,UNI,C12,VAAN,474.689452,2016,1.43,0.0143,0.06,0.0006,0.34,0.11,0.41,52.47,0.5247,0.620888833,0.016921499,0.000709993,0.051694642,0.0012081,2.29E-05,42.79002441,2255.202017,52.70391986
388,UNI_C2_VAAN,Unicorn+C2,UNI,C2,VAAN,48.11188242,2016,1.04,0.0104,0.071,0.00071,0.29,0.12,0.37,51.4,0.514,0.061646535,0.001247323,8.52E-05,0.005132635,8.91E-05,2.75E-06,57.63645845,1866.940202,32.39165369
389,UNI_C6_VAAN,Unicorn+C6,UNI,C6,VAAN,107.0570621,2016,1.07,0.0107,0.077,0.00077,0.39,0.13,0.48,52.5,0.525,0.140109579,0.002855567,0.000205494,0.011665397,0.000203871,6.63E-06,57.21936491,1758.305019,30.72919494
390,UNI_C8_VAAN,Unicorn+C8,UNI,C8,VAAN,833.8171064,2016,1.24,0.0124,0.103,0.00103,0.47,0.13,0.43,52.15,0.5215,1.083972631,0.025774229,0.002140924,0.090250579,0.001840136,6.91E-05,49.0456094,1305.69796,26.62211717
391,UNI_F1_VAAN ,Unicorn+F1,UNI,F1,VAAN,883.0787098,2016,1.14,0.0114,0.061,0.00061,0.31,0.09,0.51,52.94,0.5294,1.165404136,0.025095593,0.001342834,0.097030492,0.001791685,4.34E-05,54.15600169,2238.1013,41.32693017
392,UNI_F11_VAAN ,Unicorn+F11,UNI,F11,VAAN,631.6541526,2016,1.36,0.0136,0.088,0.00088,0.31,0.1,0.44,51.56,0.5156,0.811868082,0.021414674,0.001385655,0.067595401,0.001528888,4.47E-05,44.21213707,1510.970113,34.1754598
393,UNI_F13_VAAN,Unicorn+F13,UNI,F13,VAAN,575.6627392,2016,1.17,0.0117,0.063,0.00063,0.34,0.09,0.39,51.96,0.5196,0.745642177,0.016789864,0.00090407,0.062081492,0.001198702,2.92E-05,51.7905816,2126.935062,41.0679895
394,UNI_F3_VAAN,Unicorn+F3,UNI,F3,VAAN,2174.089114,2016,1.26,0.0126,0.074,0.00074,0.38,0.1,0.44,52.22,0.5222,2.830136696,0.068287481,0.004010535,0.235634617,0.004875344,0.000129482,48.33189573,1819.829854,37.65277208
395,UNI_F5_VAAN,Unicorn+F5,UNI,F5,VAAN,152.2979531,2016,1,0.01,0.088,0.00088,0.3,0.11,0.47,51.72,0.5172,0.196356728,0.003796534,0.000334095,0.016348483,0.000271051,1.08E-05,60.31509604,1515.658926,25.12901456
396,UNI_F7_VAAN ,Unicorn+F7,UNI,F7,VAAN,67.32475124,2016,1.26,0.0126,0.078,0.00078,0.28,0.12,0.51,52.61,0.5261,0.088295031,0.00211465,0.000130907,0.007351364,0.000150974,4.23E-06,48.6928578,1739.399483,35.72186069
397,UNI_I10_VAAN ,Unicorn+I10,UNI,I10,VAAN,118.5314921,2016,1.35,0.0135,0.061,0.00061,0.39,0.12,0.43,52.62,0.5262,0.15548117,0.00398897,0.000180242,0.012945221,0.00028479,5.82E-06,45.45530569,2224.57292,48.93978573
398,UNI_I12_VAAN,Unicorn+I12,UNI,I12,VAAN,390.0858232,2016,1.22,0.0122,0.061,0.00061,0.26,0.06,0.21,52.24,0.5224,0.507991609,0.01186351,0.000593176,0.042294921,0.000846988,1.92E-05,49.93566583,2208.50797,44.22706562
399,UNI_I2_VAAN,Unicorn+I2,UNI,I2,VAAN,242.1674882,2016,1.49,0.0149,0.078,0.00078,0.45,0.07,0.26,52.51,0.5251,0.316994012,0.008994879,0.000470873,0.026392634,0.000642184,1.52E-05,41.09824316,1736.093268,42.2425178
