X	Y	rain	djungle	snouter1.1	snouter1.2	snouter1.3	snouter1.4	snouter1.5	snouter1.6	snouter1.7	snouter1.8	snouter1.9	snouter1.10	snouter2.1	snouter2.2	snouter2.3	snouter2.4	snouter2.5	snouter2.6	snouter2.7	snouter2.8	snouter2.9	snouter2.10	snouter3.1	snouter3.2	snouter3.3	snouter3.4	snouter3.5	snouter3.6	snouter3.7	snouter3.8	snouter3.9	snouter3.10
23	16	714	11	50.2	72.4	68.9	69.1	74.9	65	73.5	69.6	81	61.2	0	1	1	1	1	1	1	1	1	1	3	10	9	9	11	8	11	9	13	7
24	16	812	18	42.5	64.1	53.1	65.3	69.6	66.7	68.2	72.1	76.3	74.3	0	1	0	1	1	1	1	1	1	1	1	7	4	8	9	8	9	10	11	10
25	16	880	5	48.2	61.3	61.3	60.4	67.6	57.7	75.1	74	73.2	66.6	0	1	1	1	1	0	1	1	1	1	2	6	6	6	8	5	10	10	10	8
26	16	978	19	34.4	67.6	70.1	57.4	67.8	60.6	72.7	77.6	79.9	65.6	0	1	1	0	1	1	1	1	1	1	0	8	8	5	8	6	9	10	11	7
27	16	1106	20	42.9	56.2	59.4	56.4	77.6	64.2	70	79.5	72.4	65.8	0	0	0	0	1	1	1	1	1	1	1	4	5	4	10	6	8	10	8	7
28	16	1144	12	51.1	59.9	60.2	67.6	86.2	59.7	64	75	74.4	76.9	0	1	1	1	1	1	1	1	1	1	3	5	5	7	12	5	6	9	9	9
29	16	1182	8	44.4	52.9	59.3	69.9	83.2	61.8	61.5	70.9	55.7	71.7	0	0	1	1	1	1	1	1	0	1	1	3	5	8	11	6	5	8	4	8
30	16	1190	16	59.8	72	56.6	64.9	79.9	71.4	52.9	67.5	53	77	1	1	0	1	1	1	0	1	0	1	5	8	4	6	10	8	3	7	3	9
31	16	1138	4	57.7	66.4	60.3	64.7	82.5	80.9	55.6	61.9	47.9	67	0	1	1	1	1	1	0	1	0	1	5	7	5	6	11	11	4	6	2	7
32	16	996	5	69.4	72.7	64.5	63.6	87.5	82.2	51.1	70.8	56.8	60.7	1	1	1	1	1	1	0	1	0	1	8	9	7	7	13	12	3	8	5	6
33	16	884	2	70.5	76.3	62.9	70.8	74.7	85.7	50.3	74.6	51.9	65.7	1	1	1	1	1	1	0	1	0	1	9	11	7	9	10	13	3	10	4	7
34	16	802	4	70.1	64	63	84.2	82.8	80.4	66.3	71.4	61.6	66.8	1	1	1	1	1	1	1	1	1	1	9	7	7	13	13	12	8	10	7	8
35	16	780	6	78.6	55.2	70.7	79.3	85	71.4	72	65.7	58.7	67	1	0	1	1	1	1	1	1	0	1	12	5	9	12	14	10	10	8	6	8
36	16	788	4	75	63.9	77.8	80.6	79.1	68.9	62.1	69.5	57.6	60.7	1	1	1	1	1	1	1	1	0	1	11	7	12	12	12	9	7	9	5	6
37	16	826	19	73.2	62.9	76.7	77.5	77	62.2	62.2	66.6	66.3	64.4	1	1	1	1	1	1	1	1	1	1	10	7	11	11	11	7	7	8	8	7
38	16	804	18	77.3	51.9	77.1	81.1	65.2	67.1	68.9	63.9	60.9	71	1	0	1	1	1	1	1	1	1	1	11	4	11	12	8	8	9	7	6	9
39	16	902	17	60.6	55.2	76.5	74.4	62.3	64.5	62.4	63.7	54.8	68.2	1	0	1	1	1	1	1	1	0	1	6	4	10	10	6	7	6	7	4	8
40	16	940	2	75.4	68.2	77.8	64.7	57.1	69.8	64.1	59	63	71.3	1	1	1	1	0	1	1	0	1	1	10	8	11	7	5	8	7	5	7	9
41	16	858	14	76.8	76.4	86.8	62.1	63.8	61.4	74	58	71.7	81.2	1	1	1	1	1	1	1	0	1	1	11	11	14	7	7	6	10	5	9	12
42	16	776	4	82.9	72.6	78.8	63.8	60.4	59.6	66.3	58.1	60.5	92.8	1	1	1	1	0	0	1	0	1	1	13	10	12	7	6	6	8	6	6	16
43	16	664	1	77.5	73.5	79.8	65.8	61.2	63.9	62.7	64.6	54.6	99.5	1	1	1	1	1	1	1	1	0	1	12	11	13	8	7	8	7	8	5	19
44	16	612	19	84.2	60.5	65.4	68.2	58.9	68.8	56.3	57.4	56	104.2	1	0	1	1	0	1	0	0	0	1	15	7	9	10	6	10	6	6	6	21
1	17	238.5	17	60.1	48.6	78.9	77.1	64.1	63.4	90.8	78.6	65.6	83.8	0	0	1	1	1	1	1	1	1	1	9	4	16	16	10	10	21	16	11	18
2	17	397	1	68.9	58.8	73	70	79.7	64.3	88.6	80.1	70.9	86.7	1	0	1	1	1	1	1	1	1	1	11	7	13	12	15	9	18	15	12	18
3	17	525.5	8	54.6	65.1	77.5	81.8	89.8	65.6	81.9	78.2	80.7	87	0	1	1	1	1	1	1	1	1	1	5	9	13	15	17	9	15	13	14	17
4	17	624	12	61.2	59.4	68.8	83.2	93.1	59	78.2	68	75.7	95.7	1	0	1	1	1	0	1	1	1	1	7	7	10	14	18	6	13	9	12	18
5	17	782.5	5	57.7	59.5	61.4	72.2	97.4	61.6	68.6	70.5	79.4	89.9	0	0	1	1	1	1	1	1	1	1	5	6	7	10	18	7	9	9	12	15
6	17	971	7	55.6	63	69.8	62.1	90.6	53.7	64.1	75.9	69.8	72.3	0	1	1	1	1	0	1	1	1	1	4	6	8	6	14	4	7	10	8	9
7	17	1069.5	10	46.9	67.2	68.9	58.9	80.1	61.3	64.6	76.3	77.9	69.3	0	1	1	0	1	1	1	1	1	1	2	7	8	5	11	6	7	10	10	8
8	17	1198	16	46.1	56.7	75.1	50.1	71.4	61.8	51.7	73.8	65.1	72.2	0	0	1	0	1	1	0	1	1	1	2	4	9	3	8	6	3	8	6	8
9	17	1296.5	5	53.5	58.9	67.5	43.5	82.6	55.9	59.9	80.9	67.6	76.5	0	1	1	0	1	0	1	1	1	1	3	5	7	1	10	4	5	10	7	9
10	17	1425	2	54.3	55	60.5	34.1	82.7	50	54.9	56.3	62.3	81.9	0	0	1	0	1	0	0	0	1	1	3	4	5	0	10	2	4	4	5	9
11	17	1463.5	7	53.6	61.7	70.7	41.7	73.4	51.9	46.6	66.7	56.5	74.3	0	1	1	0	1	0	0	1	0	1	3	5	7	1	7	3	2	6	4	8
12	17	1382	18	51	67.7	67.6	43.7	75.3	52.2	48.3	67.2	52.5	65.7	0	1	1	0	1	0	0	1	0	1	3	6	6	1	8	3	2	6	3	6
13	17	1180.5	20	56.2	68.4	78	44.1	66	55.9	47.8	78.9	55.2	65.8	0	1	1	0	1	0	0	1	0	1	4	7	10	1	7	4	2	10	4	7
14	17	1039	12	47.7	67	68.1	39.4	68.7	57.4	56.7	70	57.3	66.2	0	1	1	0	1	0	0	1	0	1	2	7	8	0	8	5	5	8	5	7
15	17	927.5	14	52.7	76.9	63.6	44.7	62.5	65.5	72.6	56.8	65.1	71	0	1	1	0	1	1	1	0	1	1	4	10	7	1	6	7	9	5	7	9
16	17	786	19	53.5	78.3	70.2	44.1	55.4	67	73.9	58.8	63.4	61.2	0	1	1	0	0	1	1	0	1	1	4	12	9	1	5	8	10	6	7	7
17	17	674.5	18	64.3	71.2	74.3	46.8	70.7	74.7	81.2	63.3	62.3	62.3	1	1	1	0	1	1	1	1	1	1	8	10	11	2	10	11	13	8	7	7
18	17	563	7	61.3	79.6	84.2	51.3	74.8	70.9	76.4	54.9	57.9	56.2	1	1	1	0	1	1	1	0	0	0	7	14	15	4	12	11	13	5	6	6
19	17	541.5	10	51	78.4	93	70.1	75.2	67	83.2	54.1	62.6	65.7	0	1	1	1	1	1	1	0	1	1	4	13	18	11	12	10	15	5	8	9
20	17	520	11	53.6	70.3	84.3	69.2	80.2	60.9	91.3	66.2	74.6	66.9	0	1	1	1	1	1	1	1	1	1	5	11	16	10	14	8	18	9	12	10
21	17	528.5	6	48.5	70.8	91	69.1	79.7	57.1	81.2	65.7	80.1	64.4	0	1	1	1	1	0	1	1	1	1	3	11	18	10	14	6	14	9	14	9
22	17	567	5	49.8	66.2	86.5	69.6	72.3	54.1	83.8	61.1	80.8	66.1	0	1	1	1	1	0	1	1	1	1	4	9	16	10	11	5	15	7	14	9
23	17	605.5	15	46.8	65.7	68.8	74.9	72.7	47.2	75.9	67.2	77.8	68.3	0	1	1	1	1	0	1	1	1	1	2	9	10	12	11	3	12	9	13	10
24	17	704	11	43.4	69.9	57.8	68.4	67	55.6	70.6	71.3	76.6	69	0	1	0	1	1	0	1	1	1	1	1	10	6	9	9	5	10	10	12	9
25	17	832.5	1	38.4	66.2	55.1	54.3	63.4	59.3	67.6	61.7	73.7	66.1	0	1	0	0	1	0	1	1	1	1	0	8	5	4	7	6	8	7	10	8
26	17	931	8	39.4	60.3	53.9	61.2	71.3	62.2	75	70.5	75.9	62.8	0	1	0	1	1	1	1	1	1	1	0	6	4	6	9	6	10	9	10	7
27	17	1059.5	19	45.3	49.4	51.2	65.2	63.8	60.8	69.3	75.9	72.4	66.8	0	0	0	1	1	1	1	1	1	1	1	3	3	7	6	6	8	10	9	7
28	17	1128	8	41.4	58.4	46.5	71.9	78.7	64.1	67.2	70.5	68.2	77.9	0	0	0	1	1	1	1	1	1	1	0	5	2	8	10	6	7	8	7	10
29	17	1166.5	8	52.9	60.9	42.8	74.7	92.5	63.3	60.2	60.1	55.3	79	0	1	0	1	1	1	1	1	0	1	3	5	1	9	13	6	5	5	4	10
30	17	1175	15	63.8	68.1	57.9	70.9	72.3	70.4	58.7	60.7	50.6	77	1	1	0	1	1	1	0	1	0	1	6	7	5	8	8	8	5	5	3	9
31	17	1093.5	0	58.3	68.7	57.6	61.7	81.6	72.7	54	62.4	61.9	69.7	0	1	0	1	1	1	0	1	1	1	5	8	5	6	11	9	4	6	6	8
32	17	982	14	65	75.4	51.5	72.5	83.4	65.8	66.2	62.4	66.8	71.6	1	1	0	1	1	1	1	1	1	1	7	10	3	9	12	7	7	6	7	9
33	17	870.5	4	70.5	73.5	65	79.6	77	72.9	61.1	59.4	73.9	72.1	1	1	1	1	1	1	1	0	1	1	9	10	7	12	11	10	6	6	10	9
34	17	789	0	65.9	55.1	71.5	77.7	81.7	75.5	60.4	65.1	71.3	64.1	1	0	1	1	1	1	0	1	1	1	8	5	10	12	13	11	6	8	10	7
35	17	737.5	7	74.5	64.5	72.2	71.7	65.8	77.1	60.2	58.3	71	60.5	1	1	1	1	1	1	0	0	1	0	11	8	10	10	8	12	6	6	10	6
36	17	746	1	73.6	74.1	79.4	79.7	70.2	60.8	77.1	65.5	58.1	59.1	1	1	1	1	1	1	1	1	0	0	11	11	12	12	9	7	12	8	6	6
37	17	754.5	20	74.5	69.6	79.9	68.7	71.7	73.1	67.3	65.8	66.9	66.9	1	1	1	1	1	1	1	1	1	1	11	9	12	9	10	10	9	8	8	8
38	17	763	14	69.4	63.6	88.8	63.6	69.1	67.2	70.3	69.4	66.6	59.5	1	1	1	1	1	1	1	1	1	0	9	7	15	7	9	8	9	9	8	6
39	17	831.5	9	73.5	61	71.4	62	68.3	73.6	73.9	69.1	64.6	73.2	1	1	1	1	1	1	1	1	1	1	10	6	9	7	8	10	10	9	7	10
40	17	870	1	71.9	61.2	77.4	62.9	64.5	62.4	71.3	72.6	68.2	82.3	1	1	1	1	1	1	1	1	1	1	9	6	11	7	7	7	9	10	8	12
41	17	818.5	1	74.5	77.8	88.1	58.5	62.5	66.2	69.4	66.3	61.6	85.8	1	1	1	0	1	1	1	1	1	1	10	11	14	6	7	8	9	8	7	14
42	17	737	17	79.2	77.1	78.4	72.1	61.1	66.1	69.1	55.6	55.5	98.5	1	1	1	1	1	1	1	0	0	1	12	12	12	10	7	8	9	5	5	18
43	17	655.5	8	69.6	67.3	79.1	61.7	64.1	72.5	65	66.1	60.3	97.6	1	1	1	1	1	1	1	1	0	1	10	9	13	7	8	11	8	9	7	19
44	17	574	11	76.5	53.2	70.1	65.2	73.5	76.3	66.7	63.6	58.2	96.5	1	0	1	1	1	1	1	1	0	1	13	5	10	9	12	12	9	8	6	19
1	18	299	1	56.9	58.5	89.5	83.5	65.6	69.3	81.6	71.3	55.2	93.3	0	0	1	1	1	1	1	1	0	1	7	8	20	17	11	12	17	13	7	21
2	18	428	1	54	58.5	85	78.1	73.9	76.4	75.9	75	44.6	89.2	0	0	1	1	1	1	1	1	0	1	6	7	17	14	13	14	13	13	2	18
3	18	557	5	43.8	61	84.6	78.8	75.9	71.7	82.3	79	65.7	95.4	0	1	1	1	1	1	1	1	1	1	2	7	15	13	12	11	15	14	9	19
4	18	656	5	52.1	63.6	76.9	85.3	85.3	59.8	78.3	73.5	71.4	97	0	1	1	1	1	0	1	1	1	1	4	8	12	15	15	7	13	11	10	19
5	18	845	1	57.6	67.1	80.8	79.7	77.2	66.7	73.6	76.4	71.3	83.3	0	1	1	1	1	1	1	1	1	1	5	8	12	12	11	8	10	11	9	13
6	18	1004	16	53.6	71	77.6	65.3	79.9	64.4	63.2	73.4	72.6	68.8	0	1	1	1	1	1	1	1	1	1	4	9	10	7	11	7	6	9	9	8
7	18	1103	20	37.1	65	79.3	50.4	78.1	77.2	58.3	69.4	68.7	73.3	0	1	1	0	1	1	0	1	1	1	0	7	10	3	10	10	5	8	8	9
8	18	1202	17	42.1	58.6	79	47.8	77.8	70.4	52.5	64.9	69.8	79.2	0	0	1	0	1	1	0	1	1	1	1	5	10	2	9	8	3	6	7	10
9	18	1301	12	48.2	61.4	76.3	52.4	80.7	54.9	52.6	72.2	55.3	76.5	0	1	1	0	1	0	0	1	0	1	2	5	9	3	10	4	3	8	4	9
10	18	1430	2	46.3	46.9	69.5	43.7	83.7	48.7	55.6	74.7	52.6	80.6	0	0	1	0	1	0	0	1	0	1	2	2	7	1	10	2	4	8	3	9
11	18	1499	15	45.8	52.8	74.9	47.6	81.2	52.8	46.8	71.3	45.5	73.5	0	0	1	0	1	0	0	1	0	1	2	3	8	2	9	3	2	7	1	7
12	18	1358	16	53	54.7	61.9	40.9	75.4	45.4	47.9	78.1	42.4	70.5	0	0	1	0	1	0	0	1	0	1	3	4	5	0	8	1	2	9	1	7
13	18	1187	2	63.8	63.4	61.7	41.8	66.5	50.5	53	80.9	47.4	74	1	1	1	0	1	0	0	1	0	1	6	6	5	1	7	3	3	10	2	9
14	18	956	17	55.9	64.7	71.4	40.1	71.5	61.3	65.1	83.9	53.8	65	0	1	1	0	1	1	1	1	0	1	4	7	9	0	9	6	7	12	4	7
15	18	815	18	58.6	62.9	66.2	41.9	71.7	65.3	70.4	75.8	59.6	57.3	0	1	1	0	1	1	1	1	0	0	6	7	8	1	10	8	9	11	6	5
16	18	704	1	53.3	85.2	64	42.8	53.2	64.6	88.4	67.3	51.9	61.6	0	1	1	0	0	1	1	1	0	1	4	14	8	1	4	8	15	9	4	7
17	18	593	14	52	82.8	73.1	56	61.9	69.9	84.8	59.9	64.6	55	0	1	1	0	1	1	1	0	1	0	4	15	11	6	8	10	15	7	8	5
18	18	512	7	59.8	77.1	77.6	55.1	71.4	72.3	85	38.9	67.1	48.5	0	1	1	0	1	1	1	0	1	0	7	13	13	6	11	12	16	0	10	3
19	18	461	3	60.3	74.5	83.5	59.1	73.3	72.8	76.5	52.3	81	59	0	1	1	0	1	1	1	0	1	0	8	13	16	7	12	12	13	5	15	7
20	18	440	11	59.4	63.6	90.9	71.8	89.6	52.6	81.6	64.9	83.3	59.5	0	1	1	1	1	0	1	1	1	0	7	9	19	12	18	5	15	9	16	7
21	18	419	9	50.8	63	90.2	76.8	77.6	57	88.1	68.6	80.8	65	0	1	1	1	1	0	1	1	1	1	4	9	19	14	14	7	18	11	15	10
22	18	458	8	52.6	49.3	83.8	70.7	61.4	50.4	82.8	67.2	84.9	58.6	0	0	1	1	1	0	1	1	1	0	5	4	16	11	8	4	16	10	16	7
23	18	527	7	44.1	60	83.2	71.8	61.6	46.8	76.6	69.3	81.9	67.6	0	0	1	1	1	0	1	1	1	1	2	7	15	11	8	3	13	10	15	10
24	18	656	5	42.9	70.5	61.5	65.2	68.6	61.4	72.7	66.5	77.7	71.5	0	1	1	1	1	1	1	1	1	1	1	10	7	8	9	7	11	9	12	10
25	18	755	18	43.1	71.9	49.2	65.1	69.6	65.7	67.9	68.6	79.2	67.4	0	1	0	1	1	1	1	1	1	1	1	10	3	8	9	8	9	9	12	9
26	18	884	13	44.8	52.6	51	62	77.6	62.1	71.7	66.2	81.1	72	0	0	0	1	1	1	1	1	1	1	1	4	3	6	11	6	9	8	12	9
27	18	1013	9	50.5	50.1	49.4	69.2	73.8	65.7	62.9	67.7	76.9	71.4	0	0	0	1	1	1	1	1	1	1	3	3	3	8	9	7	6	8	10	9
28	18	1082	12	54.8	58.3	38.5	70	77.1	58.4	68.4	65.3	58.1	71.2	0	0	0	1	1	0	1	1	0	1	4	5	0	8	10	5	8	7	5	8
29	18	1151	17	55	63.9	39.3	78	82.4	56.9	76.6	61.1	56	67.6	0	1	0	1	1	0	1	1	0	1	4	6	0	10	11	4	9	5	4	7
30	18	1160	19	56.2	60.3	42.9	70.3	81	54.9	55.2	63.1	61.6	70.2	0	1	0	1	1	0	0	1	1	1	4	5	1	8	10	4	4	6	6	8
31	18	1109	15	53.7	71.1	50.1	75	70.4	65.2	59.1	60.3	70.9	74.6	0	1	0	1	1	1	0	1	1	1	4	8	3	9	8	7	5	5	8	9
32	18	998	5	57.2	70.6	54.1	77	68.1	61.3	63.4	59.3	80.9	76.8	0	1	0	1	1	1	1	0	1	1	5	8	4	10	8	6	6	5	11	10
33	18	857	8	56.6	68.4	59.7	77.6	73.2	56.4	63	64.9	74.5	63.7	0	1	0	1	1	0	1	1	1	1	5	8	6	11	10	5	7	7	10	7
34	18	776	11	59	68.6	73.5	72.3	72.2	69.4	66.9	64.1	69.7	63.3	0	1	1	1	1	1	1	1	1	1	6	9	10	10	10	9	8	7	9	7
35	18	695	10	53.8	66.9	81.6	72.5	73.5	65.6	69.4	68.2	76.5	60.6	0	1	1	1	1	1	1	1	1	1	5	9	13	10	11	8	9	9	12	7
36	18	704	4	64.6	63.2	69.4	70.8	72.6	64.6	75	63	71.1	62.8	1	1	1	1	1	1	1	1	1	1	8	7	9	10	10	8	11	7	10	7
37	18	683	4	71	59.5	74.6	66.7	79.2	68.9	65.6	65.5	80.8	59	1	0	1	1	1	1	1	1	1	0	10	6	11	9	13	9	8	8	13	6
38	18	722	4	70.2	68.5	84.8	55.9	70.2	67	57.3	73.9	69	69.3	1	1	1	0	1	1	0	1	1	1	10	9	14	5	10	9	6	11	9	9
39	18	791	6	77.1	69.9	79.4	55	76.1	70.9	71.3	77.4	72.5	79.8	1	1	1	0	1	1	1	1	1	1	11	9	12	5	11	9	10	11	10	12
40	18	800	8	76.1	61.9	81.8	62.4	65.5	71.3	74.4	69.7	69.2	77.4	1	1	1	1	1	1	1	1	1	1	11	7	13	7	8	10	10	9	9	11
41	18	809	2	69.5	68.5	80.8	57.5	59.1	68.3	59.6	70.5	73.5	79.2	1	1	1	0	0	1	0	1	1	1	9	9	12	5	6	9	6	9	10	12
42	18	728	15	79.3	79	77.5	60.1	57.9	72.6	66.5	59.5	77.5	85.3	1	1	1	0	0	1	1	0	1	1	12	12	12	6	6	10	8	6	12	14
43	18	647	7	80.6	67.4	79.1	60	64.1	64.5	63.3	64.9	71.5	93.5	1	1	1	0	1	1	1	1	1	1	13	9	13	7	8	8	8	8	10	18
1	19	329.5	8	63.8	72.4	82.3	91.6	64.5	72.2	88.8	64	63.2	94.4	1	1	1	1	1	1	1	1	1	1	10	13	17	20	10	13	19	10	9	21
2	19	459	4	51	69.6	81.2	79.3	69.1	76.4	74.8	74.6	48.3	92.3	0	1	1	1	1	1	1	1	0	1	4	11	15	14	11	13	13	13	3	19
3	19	588.5	20	49.6	71.3	87.1	66.7	82.1	74	73.9	79.2	50.3	92.6	0	1	1	1	1	1	1	1	0	1	3	11	16	9	14	12	12	13	4	18
4	19	688	12	43.4	68.4	77.9	73.7	83	69.3	81.2	72.8	54.9	92.8	0	1	1	1	1	1	1	1	0	1	1	9	12	11	14	9	13	11	5	17
5	19	907.5	11	39.1	71	78.4	78.1	78.5	63.1	78.9	68.9	76.1	84.6	0	1	1	1	1	1	1	1	1	1	0	9	11	11	11	7	11	8	10	13
6	19	1067	18	52.2	63.7	73.3	64.5	78.4	65.4	71.7	72.2	72.5	72.2	0	1	1	1	1	1	1	1	1	1	3	6	9	7	10	7	8	9	9	9
7	19	1136.5	1	46	65.9	78.4	61.9	78.8	69.5	67.7	71.8	62.6	84.4	0	1	1	1	1	1	1	1	1	1	2	7	10	6	10	8	7	8	6	11
8	19	1236	16	46.4	70.7	79.2	61.6	76.4	61.3	66.7	81.8	56.2	85.7	0	1	1	1	1	1	1	1	0	1	2	8	10	5	9	5	7	10	4	11
9	19	1305.5	16	46.7	61.6	73.1	51.2	82.1	50.3	59.6	84.5	59.6	73.2	0	1	1	0	1	0	1	1	1	1	2	5	8	3	10	3	5	11	5	8
10	19	1405	10	49.7	58.9	70.3	51.9	77.8	54.2	54.3	78.7	63.1	77.1	0	1	1	0	1	0	0	1	1	1	2	4	7	3	9	3	3	9	5	8
11	19	1474.5	8	43.5	60.7	72.6	47.4	67.6	55.6	54.6	75	49.4	55.7	0	1	1	0	1	0	0	1	0	0	1	5	7	2	6	4	3	8	2	4
12	19	1334	1	53.5	64	78.1	40.9	60.1	48.2	43.5	78.9	45.4	65.1	0	1	1	0	1	0	0	1	0	1	3	6	9	0	5	2	1	9	1	6
13	19	1163.5	18	62.2	68.8	62.4	45.2	72.2	57.1	60.1	79	56.2	68	1	1	1	0	1	0	1	1	0	1	6	7	6	1	8	4	5	10	4	7
14	19	903	5	57.6	78.9	80.3	44.5	76.7	57.9	73.2	84.2	68.3	67.4	0	1	1	0	1	0	1	1	1	1	5	11	12	1	11	5	10	13	8	8
15	19	762.5	10	55.7	69.9	66.1	36.4	71.8	63.1	76.9	74.6	63	58.9	0	1	1	0	1	1	1	1	1	0	5	9	8	0	10	7	11	11	7	6
16	19	652	16	67.8	85.1	71.8	56.7	70.1	61.4	88.2	73.8	61.3	49.3	1	1	1	0	1	1	1	1	1	0	9	15	10	6	10	7	16	11	7	3
17	19	541.5	19	65.2	86.8	70.1	70.7	61.4	71.7	87.8	61.6	66	57.8	1	1	1	1	1	1	1	1	1	0	9	16	11	11	8	11	17	8	9	6
18	19	461	17	66.6	74.3	79.7	64.7	70.8	76.7	82.3	57.3	72.5	56.2	1	1	1	1	1	1	1	0	1	0	10	13	15	9	11	13	15	7	12	6
19	19	410.5	10	59.6	70.6	94.1	65	69.4	67	78.2	62.6	86.4	61.6	0	1	1	1	1	1	1	1	1	1	8	12	20	10	11	10	14	9	17	8
20	19	390	2	58.3	60.1	87.8	75.7	73.8	58.3	69.2	71	81.4	74.9	0	0	1	1	1	0	1	1	1	1	7	8	18	14	13	7	11	12	16	13
21	19	399.5	6	59.4	62.4	73.6	77.9	70.2	56.1	80.6	75.7	93.2	68.3	0	1	1	1	1	0	1	1	1	1	8	9	13	14	12	6	15	14	20	11
22	19	409	11	60.9	55.4	66.9	82.4	73	57.5	77.7	72.1	97.3	67	1	0	1	1	1	0	1	1	1	1	8	6	10	16	13	7	14	12	21	10
23	19	478.5	20	50.7	60.7	70.6	72.7	64.2	54.2	70.9	66.1	76.3	69.8	0	0	1	1	1	0	1	1	1	1	4	8	11	12	9	5	11	10	13	11
24	19	578	5	45.1	58.8	61	69.5	61.4	53.4	70.8	67.7	70.9	74	0	0	1	1	1	0	1	1	1	1	2	7	7	10	7	5	11	10	11	12
25	19	707.5	2	50.6	42.7	46.6	61.8	75.1	50.1	62.8	74.9	83	66.3	0	0	0	1	1	0	1	1	1	1	3	1	2	7	11	3	7	11	14	8
26	19	807	20	45.8	46.1	56.4	71.3	80.8	65.4	63.2	70.5	87.5	69.7	0	0	0	1	1	1	1	1	1	1	2	2	5	9	12	8	7	9	14	9
27	19	936.5	13	57	44.6	51.1	75.3	78.7	64.7	60	68.5	77	67.3	0	0	0	1	1	1	0	1	1	1	5	1	3	10	11	7	6	8	10	8
28	19	976	12	59.4	58.5	49.7	63.8	76.6	57.9	75.5	56.8	68.5	66.2	0	0	0	1	1	0	1	0	1	1	5	5	3	7	10	5	10	5	8	7
29	19	1045.5	3	60.9	55.1	47.7	68.2	80.8	61.3	68.2	66.2	63	55.5	1	0	0	1	1	1	1	1	1	0	6	4	2	8	11	6	8	7	6	4
30	19	1055	2	62.9	59	51.6	62	74.6	55.6	61.2	66.9	64.1	58	1	0	0	1	1	0	1	1	1	0	6	5	3	6	9	4	6	7	6	5
31	19	1034.5	18	60.5	77.7	47.5	72.3	77.7	56.5	63.3	66.3	66.8	63.9	1	1	0	1	1	0	1	1	1	1	6	10	2	9	10	5	6	7	7	6
32	19	984	14	51.2	61.2	52.3	75.3	75.9	53.2	63.4	61.9	70.3	65.6	0	1	0	1	1	0	1	1	1	1	3	6	3	10	10	4	7	6	8	7
33	19	903.5	13	46.9	53.8	62.7	72	80	51.3	58.1	65.6	71.2	51.7	0	0	1	1	1	0	0	1	1	0	2	4	7	9	11	3	5	7	9	3
34	19	703	6	62.3	55.8	79.1	66	81.9	56.7	71	61	74.1	47.6	1	0	1	1	1	0	1	1	1	0	7	5	12	8	13	5	10	7	11	3
35	19	652.5	7	51.6	59.2	78.5	65.1	85.8	69.4	75.3	67	81.2	51.9	0	0	1	1	1	1	1	1	1	0	4	6	13	8	15	10	12	9	14	4
36	19	632	7	55.9	70.4	69.7	69.5	81.3	62	76.7	63.9	83.1	54.6	0	1	1	1	1	1	1	1	1	0	5	10	10	10	14	7	12	8	14	5
37	19	641.5	7	76.7	63.4	73.2	69	71.3	66	66.6	66.1	89.7	60.8	1	1	1	1	1	1	1	1	1	1	12	8	11	10	10	9	9	9	16	7
38	19	681	5	82.5	69.8	78.5	66.3	67.3	75.9	61.9	65	86.3	73.1	1	1	1	1	1	1	1	1	1	1	14	10	12	9	9	12	7	8	15	11
39	19	750.5	16	81.4	65.7	76.7	61.4	70.4	65.5	53.9	81.7	81	76.5	1	1	1	1	1	1	0	1	1	1	13	8	11	7	10	8	4	13	13	11
40	19	760	17	81.4	67.6	77.9	62.9	84	74	60.5	74.5	77.4	80.2	1	1	1	1	1	1	1	1	1	1	13	9	12	7	14	11	6	11	12	12
41	19	739.5	3	77.4	71.6	63.7	54.2	75	75.6	57.9	72.4	71.5	74.6	1	1	1	0	1	1	0	1	1	1	12	10	7	5	11	11	6	10	10	11
42	19	689	3	82	73.8	66.2	48	64.2	75.4	52.1	76.1	72.5	73.4	1	1	1	0	1	1	0	1	1	1	13	11	8	3	8	11	4	12	10	11
43	19	608.5	4	86.9	78.2	79.4	49.4	66.2	63.6	57.9	76	66.7	77.4	1	1	1	0	1	1	0	1	1	1	16	13	13	3	9	8	6	12	9	13
1	20	300	15	67.2	78.5	88.7	79.9	70.4	85.9	84.2	67.2	64.4	105.3	1	1	1	1	1	1	1	1	1	1	11	16	19	16	12	18	18	11	10	26
2	20	490	1	65.1	86.9	83.3	74.4	76.3	80.9	72.1	73.8	61.4	82.9	1	1	1	1	1	1	1	1	1	1	9	17	16	12	13	15	12	12	8	15
3	20	620	1	66.7	70.2	89.4	71.3	77.7	74	68.9	77.1	56.1	86.7	1	1	1	1	1	1	1	1	0	1	9	10	16	11	13	11	10	12	6	16
4	20	750	1	55.4	68.7	81.2	70.3	81	70.7	83.5	71.6	59.3	86.6	0	1	1	1	1	1	1	1	0	1	5	9	13	9	13	10	14	10	6	14
5	20	970	12	46.7	71.1	74.6	62.8	79.3	65.6	74.9	69.2	70.1	81.5	0	1	1	1	1	1	1	1	1	1	2	9	10	6	11	7	10	8	8	12
6	20	1100	10	49.2	70.3	72.3	61.9	70.1	64.7	61	70.7	72.8	68.5	0	1	1	1	1	1	1	1	1	1	2	8	8	6	8	7	6	8	9	7
