"","Neo.Reference.ID","Name","Absolute.Magnitude","Est.Dia.in.KM.min.","Est.Dia.in.KM.max.","Est.Dia.in.M.min.","Est.Dia.in.M.max.","Est.Dia.in.Miles.min.","Est.Dia.in.Miles.max.","Est.Dia.in.Feet.min.","Est.Dia.in.Feet.max.","Close.Approach.Date","Epoch.Date.Close.Approach","Relative.Velocity.km.per.sec","Relative.Velocity.km.per.hr","Miles.per.hour","Miss.Dist..Astronomical.","Miss.Dist..lunar.","Miss.Dist..kilometers.","Miss.Dist..miles.","Orbiting.Body","Orbit.ID","Orbit.Determination.Date","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Epoch.Osculation","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Perihelion.Time","Mean.Anomaly","Mean.Motion","Equinox","Hazardous"
"4011",2024443,2024443,16.4,1.3949382293,3.1191767052,1394.9382293439,3119.1767052261,0.8667741625,1.9381659485,4576.5691403606,10233.5197015741,"2014-09-22",1411369200000,28.8030595848,103691.014505295,64429.5639852483,0.4922872799,191.4997558594,73645128,45760960,"Earth",82,"2017-06-15 06:20:21",0,0.151517,2.935,2458000.5,0.822629398404031,2.30960341329051,25.7919764600953,178.218095813418,1282.04876873901,0.409655746863442,231.095620642837,4.20955107971758,2458222.43680744,297.680022299755,0.280800550476786,"J2000",NA
"4012",2175114,2175114,16.6,1.2721987854,2.844722965,1272.1987853936,2844.7229650327,0.7905074315,1.7676283535,4173.8806630706,9333.0808925979,"2014-09-22",1411369200000,13.4146976104,48292.9113975804,30007.337084791,0.2044350007,79.5252151489,30583042,19003422,"Earth",109,"2017-04-06 09:25:56",0,0.0599394,3.292,2458000.5,0.663447250283903,2.25007451264092,5.72279109532807,288.129613184713,1232.80326893458,0.757268764295408,31.4106686837258,3.74288026098642,2458128.53620233,322.611201642204,0.292017395696168,"J2000",NA
"4014",2414960,2414960,20,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,"2014-09-22",1411369200000,13.0480392333,46972.9412397691,29187.1589608999,0.4175449667,162.424987793,62463836,38813228,"Earth",70,"2017-04-06 09:21:30",0,0.157236,4.278,2458000.5,0.326926026188357,1.60757203799292,7.70143865921279,287.60179649498,744.481811809495,1.08201489980037,105.703928362544,2.13312917618546,2457680.43799077,154.768486612579,0.48355781738308,"J2000",NA
"4015",2416801,2416801,19.6,0.3195618867,0.7145621017,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298,"2014-09-22",1411369200000,15.0537301836,54193.4286608077,33673.6890476002,0.4313325615,167.7883605957,64526432,40094868,"Earth",54,"2017-04-06 09:21:19",0,0.00644692,5.155,2458000.5,0.497568877829309,1.19377464989251,16.5324902390568,67.9734055044664,476.411191789732,0.599789536964419,258.256369775857,1.78775976282061,2457857.51570681,108.046046007857,0.755649754254491,"J2000",NA
"4016",3117468,3117468,22.5,0.0840533402,0.1879489824,84.0533402073,187.9489824394,0.0522283081,0.1167860472,275.7655606856,616.6305395464,"2014-09-22",1411369200000,14.4036774959,51853.238985163,32219.5861905308,0.3835457108,149.1992797852,57377620,35652800,"Earth",22,"2017-06-21 06:17:20",1,0.0413485,6.026,2458000.5,0.462699943687126,0.988423852103038,9.48840261105603,188.512852074207,358.932887226839,0.53108019139595,226.702555355706,1.44576751281013,2458025.54458467,334.880957405378,1.00297301476442,"J2000",NA
"4017",3429821,3429821,25.1,0.0253837029,0.0567596853,25.3837029364,56.7596852866,0.0157726969,0.0352688224,83.279867942,186.2194458756,"2014-09-22",1411369200000,26.770919244,96375.3092785138,59883.8692569743,0.4940863476,192.1995849609,73914264,45928196,"Earth",8,"2017-04-06 09:02:41",7,0.0120203,6.039,2458000.5,0.358666987554504,0.990008167885732,15.9758289958642,196.611540883045,359.796217542267,0.634924920655803,295.26101552613,1.34509141511566,2458063.80521067,296.658934335306,1.0005663829907,"J2000",NA
"4018",3767264,3767264,27.3,0.0092162655,0.0206081961,9.216265485,20.6081961232,0.0057267201,0.0128053354,30.2370924539,67.6121941689,"2014-09-22",1411369200000,9.8004999675,35281.7998831269,21922.7383773796,0.1391703671,54.1372718811,20819590,12936694,"Earth",8,"2017-04-06 08:20:33",5,0.0015645,6.239,2458000.5,0.337514503964684,0.956168651584986,8.83724122867831,313.586488561819,341.50744699507,0.633447863438699,294.986418493738,1.27888943973127,2457859.49209459,148.643452415086,1.05414977965384,"J2000",NA
"4019",3772759,3772759,28.15,0.0062309602,0.0139328506,6.2309601911,13.9328505524,0.003871738,0.0086574693,20.4427834334,45.7114534065,"2014-09-22",1411369200000,8.6262978109,31054.6721191721,19296.16557316,0.155439707,60.4660453796,23253450,14449023,"Earth",14,"2017-05-08 14:22:55",4,4.42295e-05,5.916,2458000.5,0.145894028331057,1.03321040763144,3.17431958076929,10.4441103287747,383.602638070888,0.882471179148518,85.7315323595424,1.18394963611437,2458145.01205237,224.379611369692,0.938471126816062,"J2000",NA
"4020",3689351,3689351,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591,"2014-10-08",1412751600000,17.5064682501,63023.285700409,39160.2188286791,0.1211460569,47.1258163452,18123192,11261230,"Earth",12,"2017-04-06 08:38:36",7,0.0600631,3.037,2458000.5,0.59396610080095,2.56610851769849,26.6801621331345,19.5462337967986,1501.45027636423,1.04192704720901,16.842800592833,4.09028998818797,2458456.35804945,250.699745182856,0.23976817991718,"J2000",NA
"4021",3693237,3693237,23.7,0.0483676488,0.1081533507,48.3676488219,108.1533506775,0.0300542543,0.0672033557,158.6865169607,354.8338390368,"2014-10-08",1412751600000,17.5535682163,63192.8455787156,39265.5767430636,0.0446348879,17.3629703522,6677284,4149072,"Earth",11,"2017-04-06 08:38:11",8,0.015639,3.65,2456949.5,0.611800389688238,1.9367254709117,3.21924538509567,215.345284779309,984.465550014073,0.751836073088785,87.1616312005036,3.12161486873461,2456894.04983516,20.2770521967362,0.36568064773303,"J2000",NA
"4022",3693238,3693238,24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,"2014-10-08",1412751600000,6.5415249217,23549.489718249,14632.7370974309,0.0434609431,16.9063072205,6501664.5,4039947,"Earth",13,"2017-04-06 08:38:11",7,0.0363741,3.382,2458000.5,0.548242678092243,2.28938881036193,1.55612071432597,12.719161258156,1265.25412131028,1.03424815777469,6.76948111278404,3.54452946294917,2458210.63819489,300.209836992758,0.284527822463988,"J2000",NA
"4023",3694528,3694528,25.5,0.0211132445,0.0472106499,21.113244479,47.2106498806,0.0131191578,0.0293353287,69.2691770164,154.8905885541,"2014-10-08",1412751600000,7.6572039071,27565.9340655242,17128.3994197697,0.0424382435,16.5084762573,6348671,3944881.25,"Earth",3,"2017-04-06 08:37:52",9,0.0359231,3.938,2456955.5,0.439191442734045,1.80325189955605,5.57283463645286,206.208927723405,884.469832123657,1.01127909617712,147.448347216632,2.59522470293499,2456921.47161675,13.8503513902198,0.407023492407448,"J2000",NA
"4024",2085770,2085770,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,"2014-10-08",1412751600000,16.7228422106,60202.2319582442,37407.3257409435,0.2365557811,92.0202026367,35388244,21989234,"Earth",96,"2017-07-31 10:56:51",0,0.0828979,5.898,2453883.5,0.344943237491388,0.998744271092469,33.1778826712801,18.4050538085237,364.569118886647,0.654234188795856,234.377276705221,1.34325435338908,2453924.8098169,319.207916104397,0.987467070988897,"J2000",NA
"4025",2163683,2163683,19,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537,"2014-10-08",1412751600000,21.4249973784,77129.9905622872,47925.5766357723,0.4783533158,186.0794372559,71560640,44465720,"Earth",41,"2017-04-06 09:26:13",0,0.0201161,4.047,2458000.5,0.688205908074092,1.5768774773326,20.6235208735487,52.5125631496548,723.261507260323,0.491661081123334,281.37219991805,2.66209387354186,2457643.52854759,177.680854817973,0.497745278002781,"J2000",NA
"4026",2405562,2405562,18.1,0.6376097899,1.4257388333,637.6097898754,1425.7388332807,0.3961922327,0.8859127646,2091.8957030147,4677.6209937807,"2014-10-08",1412751600000,3.5210490801,12675.776688451,7876.2346873323,0.4714318563,183.3869934082,70525200,43822328,"Earth",74,"2017-07-02 06:23:10",0,0.248436,3.131,2458000.5,0.542128745653212,2.70632052716399,4.49891686430137,238.340245821584,1626.17497814458,1.23914637443704,155.766630542076,4.17349467989094,2458611.63213959,224.708550303334,0.221378390910152,"J2000",NA
"4028",3653068,3653068,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,"2014-10-08",1412751600000,5.9325676426,21357.2435135203,13270.5605598316,0.2324847575,90.4365692139,34779224,21610808,"Earth",30,"2016-08-10 06:16:32",2,0.0225892,5.939,2457600.5,0.225654151771172,1.02521797108154,3.37298438575693,49.9567911208056,379.160198869542,0.793873279436577,117.015233804578,1.25656266272651,2457467.58942307,126.194172903088,0.949466745384491,"J2000",NA
"4029",3674335,3674335,21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574,"2014-10-08",1412751600000,7.8874296581,28394.7467689941,17643.3914021008,0.1378466808,53.6223564148,20621570,12813649,"Earth",20,"2017-04-06 08:39:50",4,0.0299252,4.749,2458000.5,0.370155231315332,1.37033741670442,2.93418139832058,162.965356162619,585.921859816148,0.86309985324414,207.792425412196,1.8775749801647,2458107.43899494,294.294927673059,0.61441640035919,"J2000",NA
"4030",2471984,2471984,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,"2014-10-08",1412751600000,5.9325392472,21357.1412898043,13270.4970419898,0.2324835086,90.4360809326,34779036,21610692,"Earth",33,"2017-04-06 09:19:10",2,0.0235041,5.934,2458000.5,0.225697739246938,1.0261895621732,3.3573781278182,49.7236488667483,379.699317302763,0.794580897951902,117.405968773116,1.25779822639449,2457846.82480107,145.702320478882,0.948118639130829,"J2000",NA
"4033",3691088,3691088,24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,"2014-10-15",1413356400000,6.316478287,22739.3218333505,14129.3302802838,0.0829904051,32.2832679749,12415188,7714440.5,"Earth",10,"2017-04-06 08:38:27",7,0.0804551,4.005,2458000.5,0.401992210856667,1.765540683689,7.28277456357153,187.787446198545,856.870164227922,1.05580708089547,212.403101937453,2.47527428648254,2457818.9716462,76.2661720473471,0.420133662051795,"J2000",NA
"4034",3693774,3693774,24.8,0.0291443905,0.0651688382,29.1443904535,65.1688382168,0.018109479,0.0404940262,95.6180819754,213.8085311752,"2014-10-15",1413356400000,7.3280129366,26380.8465718518,16392.0321379376,0.0333881531,12.987991333,4994796.5,3103622.75,"Earth",13,"2017-04-06 08:38:04",7,0.0218795,3.259,2458000.5,0.57913269273157,2.42207364397208,3.59722934756851,199.887630843221,1376.82721759858,1.01937161254436,180.795512861417,3.8247756753998,2458325.99292523,274.893131407171,0.261470717166604,"J2000",NA
"4035",3694458,3694458,26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,"2014-10-15",1413356400000,12.7730597396,45983.0150625452,28572.0573315021,0.0297107483,11.5574817657,4444665,2761786.75,"Earth",4,"2017-04-06 08:37:56",9,0.0244183,3.699,2456958.5,0.544595136532156,1.94252162589106,5.50456689014705,33.6903499561273,988.88825894999,0.884633795822254,297.235415575481,3.00040945595987,2456908.70553901,18.1274333000457,0.364045175723141,"J2000",NA
"4036",3413261,3413261,24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,"2014-10-15",1413356400000,15.6256321918,56252.2758903194,34952.9766497377,0.2569108433,99.9383163452,38433312,23881354,"Earth",26,"2017-04-06 09:03:18",5,0.00345873,6.144,2458000.5,0.275868273969407,0.979112694223881,5.77151276134798,249.306622165676,353.873017011809,0.709006565246803,249.150205689759,1.24921882320096,2458076.48216865,282.702270592751,1.01731407226222,"J2000",NA
"4037",3550041,3550041,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,"2014-10-15",1413356400000,15.7863602416,56830.8968698201,35312.5092244724,0.2605769215,101.3644256592,38981756,24222140,"Earth",37,"2017-04-06 08:56:10",5,0.0192204,3.191,2458000.5,0.599236044149113,2.49900265853895,1.33956543333083,220.263987079914,1442.9407686729,1.00151019111795,208.828451743553,3.99649512595995,2458416.74175589,256.151640197452,0.249490490403912,"J2000",NA
"4038",3689343,3689343,21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574,"2014-10-15",1413356400000,7.4754525905,26911.6293256535,16721.8398995984,0.2514361235,97.8086471558,37614308,23372448,"Earth",23,"2017-04-06 08:38:38",5,0.23893,3.141,2458000.5,0.536858923396807,2.64529026697947,12.670912728335,36.3659799156265,1571.47844292434,1.22514258217682,339.10610888,4.06543795178212,2458516.70375478,241.746165493185,0.229083638799449,"J2000",NA
"4039",3761030,3761030,24,0.0421264611,0.0941976306,42.1264610556,94.1976305719,0.0261761612,0.0585316759,138.2101784897,309.0473542854,"2014-10-15",1413356400000,12.9176068868,46503.3847924177,28895.3948450442,0.0832148213,32.3705635071,12448760,7735301,"Earth",9,"2017-04-06 08:23:02",7,0.0264789,4.285,2458000.5,0.432454651022091,1.57750128271364,6.6983858237989,207.031542000736,723.690728025062,0.895303516010812,116.751775428284,2.25969904941647,2458352.15322188,185.070081770819,0.497450065420118,"J2000",NA
"4040",3565395,3565395,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,"2014-10-15",1413356400000,12.6506242654,45542.2473552733,28298.1814191697,0.2233429257,86.8804016113,33411626,20761022,"Earth",11,"2017-09-22 06:48:44",0,0.199083,4.883,2458000.5,0.215015341799917,1.31015095046451,21.5962446951459,219.339287515661,547.7475342927,1.02844839604089,88.96478015231,1.59185350488812,2457968.10876991,21.2887180754268,0.657237098227861,"J2000",NA
"4041",3693239,3693239,26,0.0167708462,0.0375007522,16.7708462163,37.5007521798,0.0104209175,0.0233018799,55.0224631002,123.0339677816,"2014-10-22",1413961200000,10.6751597227,38430.57500186,23879.2647837946,0.0177117105,6.8898553848,2649634.25,1646406.375,"Earth",7,"2017-04-06 08:38:10",8,0.00612645,4.283,2456945.5,0.469281094441525,1.57016769740082,3.23376602042606,200.339167733277,718.650090531294,0.833317681907836,247.089224209173,2.30701771289381,2456995.6846694,334.860531957579,0.50093919800922,"J2000",NA
"4042",3694125,3694125,24.9,0.0278326768,0.0622357573,27.8326768072,62.2357573367,0.0172944182,0.0386714948,91.3145593761,204.1855621004,"2014-10-22",1413961200000,12.2194687449,43990.0874817811,27333.7296355545,0.021040112,8.1846036911,3147556,1955800.625,"Earth",4,"2017-04-06 08:38:00",8,0.0200928,3.154,2456955.5,0.592976658948441,2.49399352153919,16.7785690320253,207.539778698576,1438.60447989537,1.01511357569782,183.196874094085,3.97287346738056,2456954.74467031,0.189015598535448,0.250242512817827,"J2000",NA
"4043",3695736,3695736,25.8,0.0183888672,0.0411187571,18.388867207,41.1187571041,0.0114263088,0.0255500032,60.3309310875,134.9040630575,"2014-10-22",1413961200000,13.1717402322,47418.2648357962,29463.8657253312,0.0269888731,10.4986715317,4037478,2508772.5,"Earth",5,"2017-04-06 08:37:38",8,0.0229831,3.66,2456961.5,0.539247059824538,1.96784273499593,11.132512626793,33.3287816152411,1008.28663021012,0.906689325952298,309.741829666654,3.02899614403956,2456918.92538574,15.200896921293,0.357041330524216,"J2000",NA
"4044",2413260,2413260,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,"2014-10-22",1413961200000,19.2944254441,69459.9315986966,43159.7002758679,0.2992591416,116.4118118286,44768532,27817876,"Earth",67,"2017-04-06 09:21:34",0,0.0249707,7.398,2458000.5,0.381514939077743,0.77659541439052,12.1854802265847,220.065100042399,249.971593998371,0.480312662181266,321.941592265756,1.07287816659977,2458020.89182746,330.632431600047,1.44016363716249,"J2000",NA
"4045",3605006,3605006,25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374,"2014-10-22",1413961200000,12.8723210639,46340.3558301905,28794.0949879314,0.3575695101,139.094543457,53491640,33238164,"Earth",7,"2017-04-06 08:49:41",6,0.0199428,6.101,2458000.5,0.049783706625964,0.987690383037586,16.948158811021,64.8753406415327,358.533437148345,0.938519494771156,336.471196362465,1.03686127130402,2458022.19551122,338.215744391456,1.00409044931295,"J2000",NA
"4046",3687148,3687148,22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887,"2014-10-22",1413961200000,6.4040984479,23054.7544125779,14325.3278181932,0.0305258841,11.8745689392,4566607,2837558.25,"Earth",40,"2017-08-10 06:18:12",0,0.0246823,3.989,2458000.5,0.442641694878022,1.76619527144402,3.67022310010228,1.0086814527161,857.346745177005,0.984403603006488,42.7087316990242,2.54798693988154,2457823.1028964,74.4890648442597,0.419900118621989,"J2000",NA
"4047",3693268,3693268,26.2,0.0152951935,0.0342010925,15.2951935344,34.201092472,0.0095039897,0.021251567,50.1810827555,112.2083122258,"2014-10-22",1413961200000,5.7127499444,20565.8997996958,12778.8503505388,0.0211390631,8.2230958939,3162358.75,1964998.625,"Earth",9,"2017-04-06 08:38:09",7,0.020457,4.197,2458000.5,0.389350025948441,1.64474413726598,3.99680730462807,22.4748763923656,770.452639572797,1.00436296474292,21.7167474076138,2.28512530978903,2457736.43481547,123.386515336935,0.467257793028802,"J2000",NA
"4048",3694529,3694529,24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,"2014-10-22",1413961200000,3.9097195098,14074.9902352056,8745.6515714254,0.0277564654,10.7972650528,4152308.25,2580124.75,"Earth",29,"2017-04-06 08:37:52",5,0.00122879,6.617,2458000.5,0.160064327254806,0.897295755972058,3.41397300461651,203.830138055284,310.457279371609,0.753670714443798,38.6393318075266,1.04092079750032,2458076.9028106,271.404841684234,1.15957983246091,"J2000",NA
"4050",3695411,3695411,24.8,0.0291443905,0.0651688382,29.1443904535,65.1688382168,0.018109479,0.0404940262,95.6180819754,213.8085311752,"2014-10-22",1413961200000,13.9342554912,50163.3197684352,31169.5361083369,0.0101112707,3.9332842827,1512624.5,939901.3125,"Earth",11,"2017-04-06 08:37:42",6,0.000330703,5.244,2458000.5,0.430406438961279,1.18465197227486,8.48389401325985,28.948960957985,470.960625469262,0.674770135479584,265.904964604316,1.69453380907015,2457835.13010381,126.40794029868,0.76439511188711,"J2000",NA
"4051",3699445,3699445,22.2,0.096506147,0.2157943048,96.5061469579,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,"2014-10-22",1413961200000,8.7261384735,31414.0985046054,19519.4991513755,0.0664570446,25.8517913818,9941833,6177568.5,"Earth",8,"2017-04-06 08:37:11",6,0.039454,3.897,2458000.5,0.495656522281373,1.81011186692236,3.8471298890072,10.1316894596211,889.52170618255,0.912918114023377,357.700480356037,2.70730561982133,2457826.34742219,70.4816167788654,0.404711877740418,"J2000",NA
"4052",3774725,3774725,23.733,0.0476381598,0.1065221636,47.6381597673,106.5221635626,0.029600971,0.0661897833,156.2931800908,349.4821751027,"2014-10-22",1413961200000,17.6019301164,63366.9484191462,39373.7574774411,0.3474383049,135.153503418,51976032,32296408,"Earth",8,"2017-07-25 06:17:59",7,0.0655861,5.78,2458000.5,0.255907440263657,1.05950579216303,4.96131592734215,175.471818927096,398.33955125973,0.78837037694607,321.194703110893,1.33064120737999,2457814.33933133,168.242998996649,0.90375158294354,"J2000",NA
"4053",3694048,3694048,23.4,0.0555334912,0.1241766613,55.5334911581,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,"2014-11-08",1415433600000,11.6067601012,41784.3363641526,25963.1616702703,0.0398641011,15.5071353912,5963584.5,3705599.75,"Earth",12,"2017-04-06 08:38:02",8,0.0292614,4.502,2456957.5,0.423712891064608,1.4661330963813,7.568689685964,35.99228339417,648.423167353413,0.844913603428071,73.5405690177852,2.08735258933452,2457016.26415443,327.374553129995,0.555192994521412,"J2000",NA
"4054",3702316,3702316,20,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,"2014-11-08",1415433600000,11.5801284285,41688.4623424466,25903.5892816164,0.4268547344,166.0464935303,63856560,39678628,"Earth",11,"2017-04-06 08:36:53",6,0.421905,3.296,2458000.5,0.475572498154306,2.36545228068895,22.4452448791504,82.0478469966436,1328.83088568322,1.24050823029691,287.682732880788,3.490396331081,2458261.45959749,289.302173731896,0.270914834896319,"J2000",NA
"4055",3713934,3713934,23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,"2014-11-08",1415433600000,13.4769882003,48517.1575210591,30146.6749052381,0.4322789704,168.1565093994,64668012,40182840,"Earth",6,"2017-04-06 08:35:02",8,0.18158,4.812,2457099.5,0.2003424929255,1.33569480874851,22.638128459234,7.17340508202076,563.844416244989,1.06809838097618,110.992012257949,1.60329123652083,2457032.93874306,42.497631982875,0.638474000323488,"J2000",NA
"4056",2374158,2374158,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964,"2014-11-08",1415433600000,28.3112101666,101920.356599665,63329.3460216083,0.2802373445,109.0123291016,41922912,26049690,"Earth",54,"2017-04-06 09:22:27",0,0.0181583,4.448,2458000.5,0.926733169141124,1.26638856626949,23.7851285169348,39.574614544188,520.533755783069,0.0927842768864812,149.571315331563,2.43999285565249,2458057.00660124,320.920158929314,0.69159779937505,"J2000",NA
"4057",3143121,3143121,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,"2014-11-08",1415433600000,15.5840373831,56102.5345791773,34859.9332222671,0.341537819,132.858215332,51093332,31747926,"Earth",16,"2017-04-06 09:14:35",1,0.130683,6.474,2458000.5,0.237462894935789,0.906046430212909,25.5369721453007,245.890405245656,315.009830689154,0.690894021948314,351.256026933991,1.1211988384775,2458107.14849305,238.119811649617,1.14282147707079,"J2000",NA
"4058",3407480,3407480,23.2,0.0608912622,0.1361570015,60.8912622106,136.1570015386,0.0378360645,0.0846040122,199.7744887109,446.7093369279,"2014-11-08",1415433600000,12.5530159595,45190.8574542745,28079.8413998519,0.2058099685,80.0600738525,30788732,19131232,"Earth",18,"2017-04-06 09:03:55",6,0.00376648,5.133,2458000.5,0.275865223928,1.24040381565447,0.738676673402466,335.999872684137,504.595144467172,0.898219539287802,141.262271934982,1.58258809202113,2458028.55912365,339.981407619031,0.713443250390653,"J2000",NA
"4059",3432642,3432642,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557,"2014-11-08",1415433600000,24.3397388206,87623.0597541103,54445.5617677693,0.1258521182,48.9564743042,18827210,11698686,"Earth",30,"2017-04-06 09:02:31",1,0.0787175,6.904,2458000.5,0.6813260885515,0.817490615092244,21.7412330392783,37.5560462804729,269.974403488908,0.260512931883886,158.121618561664,1.3744682983006,2458101.46945793,225.361292093976,1.33345974784158,"J2000",NA
"4061",3552575,3552575,22.8,0.0732073989,0.1636967205,73.2073989347,163.696720474,0.0454889547,0.1017163949,240.181762721,537.0627483999,"2014-11-08",1415433600000,12.3388818805,44419.9747696866,27600.84487842,0.2493218272,96.9861907959,37298016,23175912,"Earth",19,"2017-04-06 08:55:35",2,0.114154,6.006,2458000.5,0.146120456536798,1.00857561475492,13.5033647679325,71.5615972057087,369.965410677445,0.861202085475049,217.66665808452,1.15594914403479,2457989.60724407,10.599347997213,0.973063939520191,"J2000",NA
"4062",3767151,3767151,25.2,0.0242412481,0.0542050786,24.2412481101,54.2050786336,0.0150628086,0.0336814639,79.5316564495,177.8381901842,"2014-11-08",1415433600000,5.2241372324,18806.8940366811,11685.8725751811,0.1831215635,71.2342910767,27394596,17022212,"Earth",3,"2017-04-06 08:20:44",5,0.0098469,6.151,2458000.5,0.190452683994906,0.98197912567158,2.98906660234389,303.122178838575,355.428141547247,0.794958565560456,293.055523944538,1.1689996857827,2457870.86262763,131.304892881204,1.01286296136499,"J2000",NA
"4063",3763937,3763937,27,0.0105816886,0.023661375,10.5816885933,23.6613750114,0.0065751544,0.0147024923,34.7168272045,77.6291855923,"2014-11-08",1415433600000,16.2634763418,58548.514830637,36379.77022907,0.1709832767,66.5124893188,25578734,15893888,"Earth",6,"2017-07-12 22:57:41",4,0.00601808,4.221,2458000.5,0.476413595184606,1.60285038015377,2.74529671263124,51.6399321146593,741.20425482769,0.839230668001699,64.9911900820444,2.36647009230584,2457755.11163442,119.184166891426,0.48569607858456,"J2000",NA
"4064",3694784,3694784,24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,"2014-11-15",1416038400000,10.0099050334,36035.6581202022,22391.156569189,0.0720291185,28.019329071,10775403,6695525,"Earth",7,"2017-04-06 08:37:47",8,0.0459507,3.868,2456961.5,0.483288693108047,1.83883845243277,4.14363483855506,23.9011064274238,910.780643425963,0.950148619919714,70.0081485032838,2.72752828494583,2457007.81490423,341.693324685932,0.395265317284122,"J2000",NA
"4065",3695414,3695414,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,"2014-11-15",1416038400000,10.7064903203,38543.3651530494,23949.3481974601,0.4340183927,168.8331604004,64928228,40344532,"Earth",7,"2017-04-06 08:37:42",7,0.370872,3.915,2458000.5,0.363112448623062,1.79711379149838,21.3378220866056,208.509782700044,879.957693098189,1.14455940221313,266.765038463586,2.44966818078364,2457939.82543746,24.8226053183464,0.409110577501173,"J2000",NA
"4066",3696403,3696403,27.1,0.0101054342,0.0225964377,10.1054341542,22.5964377109,0.0062792237,0.0140407711,33.1543125905,74.1352966996,"2014-11-15",1416038400000,14.6458756264,52725.152255179,32761.3591887805,0.0022260239,0.8659232855,333008.4375,206921.859375,"Earth",4,"2017-04-06 08:37:27",7,0.00179864,3.244,2458000.5,0.642829128896519,2.34238182969609,5.59970923800068,232.531826068417,1309.43806804444,0.836630558569521,128.543739926095,3.84813310082267,2458255.85502661,289.795985145268,0.274927091846075,"J2000",NA
"4067",3697801,3697801,27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559,"2014-11-15",1416038400000,8.7837909771,31621.6475175942,19648.4620366962,0.0135531527,5.2721762657,2027522.875,1259844.25,"Earth",3,"2017-04-06 08:37:19",8,0.0118176,4.991,2456982.5,0.314576124423462,1.28412190557072,5.30078023455971,58.6937371364746,531.505556037778,0.88016781322901,294.583191961049,1.68807599791242,2456929.84835431,35.6620777187069,0.677321235705789,"J2000",NA
